x,y,z,status
-9161,-692,12625,1
-9302,-876,12552,1
-9163,-753,12649,1
-9300,-748,12566,1
-9295,-909,12557,1
-9219,-700,12552,1
-9263,-757,12596,1
-9330,-898,12553,1
-9158,-683,12602,1
-9350,-781,12522,1
-9278,-885,12545,1
-9192,-694,12555,1
-9333,-831,12557,1
-9254,-879,12543,1
-9133,-654,12606,1
-9394,-852,12559,1
-9235,-848,12576,1
-9151,-656,12636,1
-9389,-878,12540,1
-9138,-820,12579,1
-9255,-679,12609,1
-9345,-905,12551,1
-9229,-797,12551,1
-9151,-681,12629,1
-9321,-937,12557,1
-9133,-740,12613,1
-9295,-731,12540,1
-9299,-923,12597,1
-9180,-716,12576,1
-9262,-741,12587,1
-9327,-895,12551,1
-9139,-680,12653,1
-9350,-807,12525,1
-9288,-917,12528,1
-9160,-694,12658,1
-9338,-816,12533,1
-9256,-863,12580,1
-9168,-684,12600,1
-9365,-844,12537,1
-9230,-834,12553,1
-9108,-631,12646,1
-9402,-873,12538,1
-9133,-811,12612,1
-9203,-665,12599,1
-9303,-878,12551,1
-9247,-786,12560,1
-9180,-662,12632,1
-9328,-888,12526,1
-9192,-760,12585,1
-9286,-754,12571,1
-9298,-941,12569,1
-9151,-699,12569,1
-9275,-746,12579,1
-9313,-899,12581,1
-9180,-699,12636,1
-9336,-804,12549,1
-9294,-888,12548,1
-9123,-680,12627,1
-9352,-818,12566,1
-9218,-864,12603,1
-9173,-686,12614,1
-9356,-864,12528,1
-9265,-868,12568,1
-9124,-643,12642,1
-9377,-883,12514,1
-9142,-819,12607,1
-9222,-692,12591,1
-9341,-885,12543,1
-9230,-799,12531,1
-9170,-685,12619,1
-9296,-911,12533,1
-9160,-771,12581,1
-9262,-721,12608,1
-9316,-896,12576,1
-9172,-716,12616,1
-9296,-746,12588,1
-9269,-902,12574,1
-9168,-700,12568,1
-9330,-786,12535,1
-9335,-907,12544,1
-9111,-658,12676,1
-9362,-831,12568,1
-9213,-869,12586,1
-9187,-666,12611,1
-9340,-858,12530,1
-9251,-840,12540,1
-9126,-648,12647,1
-9344,-858,12558,1
-9123,-818,12646,1
-9194,-684,12616,1
-9343,-906,12551,1
-9211,-785,12560,1
-9211,-692,12635,1
-9287,-908,12573,1
-9187,-766,12590,1
-9240,-706,12577,1
-9303,-929,12548,1
-9160,-731,12598,1
-9326,-755,12545,1
-9249,-896,12593,1
-9185,-709,12560,1
-9321,-789,12578,1
-9329,-924,12548,1
-9138,-691,12641,1
-9377,-857,12548,1
-9222,-894,12606,1
-9150,-692,12600,1
-9362,-877,12536,1
-9240,-851,12534,1
-9141,-669,12625,1
-9382,-883,12586,1
-9143,-833,12579,1
-9188,-670,12662,1
-9368,-891,12551,1
-9186,-786,12585,1
-9219,-667,12629,1
-9277,-900,12557,1
-9214,-775,12585,1
-9227,-720,12607,1
-9326,-936,12551,1
-9161,-692,12582,1
-9307,-762,12574,1
-9256,-902,12622,1
-9186,-699,12632,1
-9305,-786,12595,1
-9323,-889,12556,1
-9130,-673,12617,1
-9352,-867,12520,1
-9189,-886,12559,1
-9136,-690,12599,1
-9354,-856,12531,1
-9205,-854,12580,1
-9144,-691,12629,1
-9357,-874,12551,1
-9176,-824,12617,1
-9179,-668,12615,1
-9372,-911,12530,1
-9179,-776,12615,1
-9229,-673,12587,1
-9267,-890,12630,1
-9215,-767,12575,1
-9232,-708,12606,1
-9340,-947,12551,1
-9154,-698,12622,1
-9301,-786,12577,1
-9265,-899,12622,1
-9178,-741,12594,1
-9352,-816,12568,1
-9313,-884,12523,1
-9138,-652,12661,1
-9355,-846,12581,1
-9247,-880,12560,1
-9153,-674,12631,1
-9394,-859,12544,1
-9202,-860,12533,1
-9173,-646,12633,1
-9354,-885,12584,1
-9191,-805,12619,1
-9165,-669,12616,1
-9393,-919,12564,1
-9160,-751,12598,1
-9246,-701,12642,1
-9278,-891,12579,1
-9182,-748,12558,1
-9241,-690,12626,1
-9337,-909,12536,1
-9148,-696,12620,1
-9304,-766,12604,1
-9282,-905,12595,1
-9125,-723,12612,1
-9334,-803,12506,1
-9296,-883,12541,1
-9148,-669,12619,1
-9328,-835,12518,1
-9259,-888,12543,1
-9140,-660,12618,1
-9423,-848,12517,1
-9193,-857,12550,1
-9142,-657,12606,1
-9361,-861,12547,1
-9185,-836,12601,1
-9159,-664,12639,1
-9400,-926,12539,1
-9144,-733,12578,1
-9261,-729,12609,1
-9266,-872,12536,1
-9197,-715,12554,1
-9237,-694,12606,1
-9330,-908,12540,1
-9154,-660,12628,1
-9283,-772,12561,1
-9304,-908,12556,1
-9122,-694,12605,1
-9364,-846,12509,1
-9259,-880,12524,1
-9135,-699,12633,1
-9337,-824,12507,1
-9283,-864,12530,1
-9152,-655,12599,1
-9418,-858,12539,1
-9144,-824,12592,1
-9145,-652,12609,1
-9335,-898,12551,1
-9200,-826,12567,1
-9196,-672,12610,1
-9377,-941,12534,1
-9159,-704,12597,1
-9243,-697,12595,1
-9302,-897,12561,1
-9172,-767,12590,1
-9258,-712,12611,1
-9327,-916,12576,1
-9179,-677,12661,1
-9302,-780,12582,1
-9321,-906,12603,1
-9122,-698,12619,1
-9398,-793,12485,1
-9231,-862,12552,1
-9172,-682,12642,1
-9366,-820,12517,1
-9257,-861,12523,1
-9156,-659,12615,1
-9438,-880,12543,1
-9140,-837,12608,1
-9176,-687,12618,1
-9337,-879,12513,1
-9197,-826,12574,1
-9191,-686,12602,1
-9361,-925,12532,1
-9167,-733,12620,1
-9221,-734,12616,1
-9301,-873,12558,1
-9173,-733,12575,1
-9293,-730,12581,1
-9289,-909,12540,1
-9172,-695,12602,1
-9308,-804,12548,1
-9324,-916,12584,1
-9127,-684,12613,1
-9391,-830,12474,1
-9236,-860,12589,1
-9177,-688,12623,1
-9354,-820,12539,1
-9266,-880,12543,1
-9153,-653,12606,1
-9382,-873,12512,1
-9130,-798,12615,1
-9194,-698,12618,1
-9361,-856,12551,1
-9173,-810,12587,1
-9199,-679,12627,1
-9318,-943,12541,1
-9173,-755,12581,1
-9227,-712,12596,1
-9325,-912,12510,1
-9160,-706,12618,1
-9316,-736,12578,1
-9229,-883,12614,1
-9196,-686,12625,1
-9296,-799,12560,1
-9309,-911,12560,1
-9104,-686,12646,1
-9389,-837,12547,1
-9187,-878,12616,1
-9216,-698,12613,1
-9352,-848,12507,1
-9251,-857,12554,1
-9118,-654,12644,1
-9389,-883,12569,1
-9140,-803,12609,1
-9203,-687,12606,1
-9366,-887,12547,1
-9167,-800,12596,1
-9216,-696,12635,1
-9288,-919,12565,1
-9202,-733,12560,1
-9246,-748,12573,1
-9372,-905,12542,1
-9115,-694,12651,1
-9324,-756,12569,1
-9286,-904,12612,1
-9191,-712,12640,1
-9335,-785,12557,1
-9316,-897,12555,1
-9100,-645,12678,1
-9357,-828,12532,1
-9209,-878,12554,1
-9162,-699,12622,1
-9350,-843,12523,1
-9199,-860,12588,1
-9131,-666,12607,1
-9348,-904,12549,1
-9174,-804,12604,1
-9177,-696,12593,1
-9391,-920,12517,1
-9147,-780,12627,1
-9230,-698,12572,1
-9254,-923,12564,1
-9182,-742,12563,1
-9224,-748,12576,1
-9315,-915,12571,1
-9141,-679,12616,1
-9327,-807,12572,1
-9258,-911,12581,1
-9197,-690,12587,1
-9346,-785,12561,1
-9291,-919,12537,1
-9106,-657,12675,1
-9402,-820,12513,1
-9203,-846,12571,1
-9192,-662,12623,1
-9387,-828,12488,1
-9181,-868,12571,1
-9166,-648,12613,1
-9350,-903,12570,1
-9190,-828,12576,1
-9173,-714,12644,1
-9362,-936,12531,1
-9128,-774,12618,1
-9255,-712,12562,1
-9264,-915,12581,1
-9223,-728,12580,1
-9266,-746,12547,1
-9317,-913,12546,1
-9126,-681,12622,1
-9339,-771,12594,1
-9293,-896,12579,1
-9184,-695,12612,1
-9351,-809,12559,1
-9269,-890,12560,1
-9112,-675,12688,1
-9403,-858,12544,1
-9231,-868,12531,1
-9176,-644,12636,1
-9422,-857,12526,1
-9130,-841,12566,1
-9181,-667,12597,1
-9336,-891,12553,1
-9219,-819,12560,1
-9210,-701,12616,1
-9353,-943,12583,1
-9138,-778,12630,1
-9282,-719,12581,1
-9286,-914,12580,1
-9202,-737,12580,1
-9249,-735,12588,1
-9309,-876,12522,1
-9138,-710,12646,1
-9306,-808,12560,1
-9309,-891,12582,1
-9158,-683,12611,1
-9365,-798,12525,1
-9253,-873,12577,1
-9146,-660,12604,1
-9403,-846,12501,1
-9254,-827,12567,1
-9161,-666,12615,1
-9397,-857,12498,1
-9153,-814,12623,1
-9207,-668,12629,1
-9306,-887,12581,1
-9236,-809,12559,1
-9161,-665,12626,1
-9332,-911,12556,1
-9141,-742,12608,1
-9275,-719,12570,1
-9307,-923,12567,1
-9199,-712,12565,1
-9255,-729,12558,1
-9307,-909,12572,1
-9156,-694,12622,1
-9318,-804,12552,1
-9280,-928,12566,1
-9155,-680,12574,1
-9375,-815,12531,1
-9240,-881,12594,1
-9144,-654,12634,1
-9379,-825,12527,1
-9236,-894,12541,1
-9159,-653,12637,1
-9412,-873,12525,1
-9173,-810,12584,1
-9222,-689,12612,1
-9356,-913,12538,1
-9218,-784,12544,1
-9189,-674,12598,1
-9319,-917,12551,1
-9176,-771,12613,1
-9287,-711,12547,1
-9322,-941,12557,1
-9177,-722,12615,1
-9275,-743,12587,1
-9256,-885,12558,1
-9147,-717,12593,1
-9300,-798,12578,1
-9315,-912,12555,1
-9130,-683,12592,1
-9355,-837,12515,1
-9211,-842,12626,1
-9145,-686,12650,1
-9375,-850,12565,1
-9284,-865,12570,1
-9125,-671,12672,1
-9370,-874,12550,1
-9155,-790,12625,1
-9176,-712,12615,1
-9331,-905,12564,1
-9202,-784,12551,1
-9192,-696,12606,1
-9298,-928,12568,1
-9198,-770,12627,1
-9270,-734,12599,1
-9339,-955,12536,1
-9164,-727,12598,1
-9317,-761,12600,1
-9266,-872,12597,1
-9166,-725,12611,1
-9310,-796,12572,1
-9314,-905,12561,1
-9104,-690,12626,1
-9369,-852,12570,1
-9226,-852,12550,1
-9186,-708,12584,1
-9354,-864,12538,1
-9229,-840,12572,1
-9144,-673,12650,1
-9376,-891,12558,1
-9165,-790,12616,1
-9186,-710,12618,1
-9340,-898,12526,1
-9178,-777,12580,1
-9218,-677,12601,1
-9240,-918,12565,1
-9206,-768,12615,1
-9235,-732,12622,1
-9334,-936,12557,1
-9133,-672,12618,1
-9325,-767,12586,1
-9251,-847,12595,1
-9203,-701,12611,1
-9310,-814,12590,1
-9297,-913,12543,1
-9128,-670,12598,1
-9346,-813,12536,1
-9218,-876,12566,1
-9165,-664,12632,1
-9376,-858,12537,1
-9211,-882,12562,1
-9142,-674,12629,1
-9386,-870,12522,1
-9202,-820,12590,1
-9190,-682,12602,1
-9393,-901,12512,1
-9160,-805,12608,1
-9239,-700,12599,1
-9276,-917,12564,1
-9229,-769,12575,1
-9212,-736,12580,1
-9336,-927,12519,1
-9133,-695,12574,1
-9297,-776,12560,1
-9260,-892,12590,1
-9181,-711,12617,1
-9347,-791,12567,1
-9296,-885,12532,1
-9139,-701,12609,1
-9332,-841,12549,1
-9222,-852,12588,1
-9114,-632,12627,1
-9406,-852,12521,1
-9219,-850,12578,1
-9181,-665,12663,1
-9359,-851,12542,1
-9188,-806,12589,1
-9175,-658,12640,1
-9364,-890,12558,1
-9159,-747,12634,1
-9225,-674,12581,1
-9261,-901,12568,1
-9215,-748,12570,1
-9250,-709,12598,1
-9331,-925,12533,1
-9133,-693,12605,1
-9305,-773,12536,1
-9268,-894,12628,1
-9190,-701,12614,1
-9329,-789,12568,1
-9287,-896,12561,1
-9155,-674,12633,1
-9354,-806,12527,1
-9274,-849,12555,1
-9146,-661,12646,1
-9423,-886,12551,1
-9206,-846,12569,1
-9164,-662,12634,1
-9368,-876,12561,1
-9199,-822,12589,1
-9173,-670,12604,1
-9388,-889,12547,1
-9195,-745,12605,1
-9245,-713,12627,1
-9251,-913,12591,1
-9211,-782,12589,1
-9220,-717,12618,1
-9340,-938,12510,1
-9186,-692,12603,1
-9283,-762,12552,1
-9272,-882,12596,1
-9167,-702,12612,1
-9337,-792,12584,1
-9254,-905,12513,1
-9160,-698,12581,1
-9325,-823,12548,1
-9264,-879,12561,1
-9121,-673,12683,1
-9418,-863,12528,1
-9175,-836,12608,1
-9215,-694,12608,1
-9364,-832,12542,1
-9205,-843,12574,1
-9127,-653,12659,1
-9377,-884,12502,1
-9156,-777,12613,1
-9219,-692,12596,1
-9353,-884,12586,1
-9182,-789,12592,1
-9224,-676,12584,1
-9295,-950,12518,1
-9191,-709,12580,1
-9280,-754,12557,1
-9339,-892,12521,1
-9164,-682,12597,1
-9329,-773,12589,1
-9274,-913,12559,1
-9213,-722,12577,1
-9344,-782,12526,1
-9345,-898,12550,1
-9091,-655,12655,1
-9383,-853,12547,1
-9170,-860,12634,1
-9185,-683,12635,1
-9372,-817,12501,1
-9255,-841,12551,1
-9111,-634,12651,1
-9376,-914,12526,1
-9176,-808,12596,1
-9200,-705,12619,1
-9342,-891,12557,1
-9177,-777,12566,1
-9222,-689,12654,1
-9258,-943,12539,1
-9192,-744,12596,1
-9233,-714,12612,1
-9346,-910,12550,1
-9150,-703,12592,1
-9314,-759,12559,1
-9261,-893,12623,1
-9209,-689,12622,1
-9284,-782,12558,1
-9329,-913,12543,1
-9111,-665,12601,1
-9375,-820,12533,1
-9204,-869,12599,1
-9163,-690,12639,1
-9376,-840,12539,1
-9228,-857,12564,1
-9152,-636,12609,1
-9375,-882,12586,1
-9156,-821,12631,1
-9183,-692,12646,1
-9387,-910,12585,1
-9167,-793,12593,1
-9212,-696,12627,1
-9243,-909,12587,1
-9219,-766,12609,1
-9238,-706,12631,1
-9339,-930,12546,1
-9145,-750,12633,1
-9334,-751,12544,1
-9251,-923,12604,1
-9228,-703,12591,1
-9246,-794,12596,1
-9300,-906,12545,1
-9131,-654,12643,1
-9365,-818,12562,1
-9235,-860,12600,1
-9161,-684,12606,1
-9352,-821,12539,1
-9202,-873,12531,1
-9167,-670,12643,1
-9369,-905,12542,1
-9179,-832,12613,1
-9135,-675,12658,1
-9356,-897,12519,1
-9132,-799,12589,1
-9220,-705,12634,1
-9286,-904,12594,1
-9226,-768,12598,1
-9247,-723,12631,1
-9335,-923,12552,1
-9115,-704,12606,1
-9316,-752,12562,1
-9251,-896,12619,1
-9215,-720,12589,1
-9281,-759,12585,1
-9303,-940,12530,1
-9150,-656,12613,1
-9373,-822,12533,1
-9259,-882,12622,1
-9137,-678,12630,1
-9381,-839,12551,1
-9195,-873,12615,1
-9198,-636,12588,1
-9367,-843,12563,1
-9216,-809,12604,1
-9115,-659,12680,1
-9373,-912,12529,1
-9136,-797,12657,1
-9238,-715,12638,1
-9328,-894,12589,1
-9218,-770,12617,1
-9194,-693,12606,1
-9338,-928,12575,1
-9136,-720,12597,1
-9319,-748,12591,1
-9277,-885,12580,1
-9185,-709,12585,1
-9294,-735,12586,1
-9290,-904,12584,1
-9184,-674,12610,1
-9357,-801,12543,1
-9304,-869,12599,1
-9105,-666,12642,1
-9395,-822,12502,1
-9184,-856,12600,1
-9185,-668,12628,1
-9361,-845,12555,1
-9260,-847,12585,1
-9104,-664,12670,1
-9385,-916,12558,1
-9119,-784,12595,1
-9223,-683,12575,1
-9354,-893,12552,1
-9221,-768,12568,1
-9182,-680,12640,1
-9310,-937,12559,1
-9166,-755,12628,1
-9287,-743,12592,1
-9358,-896,12534,1
-9186,-701,12582,1
-9300,-760,12599,1
-9298,-901,12620,1
-9195,-675,12624,1
-9312,-799,12534,1
-9297,-907,12527,1
-9104,-653,12652,1
-9414,-802,12507,1
-9218,-844,12619,1
-9211,-685,12592,1
-9338,-835,12509,1
-9261,-861,12557,1
-9127,-657,12601,1
-9380,-893,12568,1
-9142,-792,12613,1
-9214,-720,12584,1
-9344,-898,12521,1
-9182,-797,12585,1
-9173,-674,12617,1
-9320,-938,12546,1
-9198,-767,12584,1
-9253,-732,12569,1
-9356,-935,12514,1
-9123,-685,12628,1
-9295,-753,12610,1
-9256,-913,12583,1
-9198,-687,12567,1
-9297,-783,12531,1
-9335,-900,12550,1
-9096,-650,12648,1
-9407,-828,12580,1
-9200,-875,12631,1
-9196,-701,12616,1
-9340,-850,12528,1
-9271,-885,12553,1
-9107,-672,12644,1
-9385,-923,12508,1
-9154,-810,12603,1
-9201,-711,12628,1
-9352,-872,12553,1
-9169,-784,12581,1
-9221,-711,12640,1
-9291,-915,12576,1
-9199,-744,12584,1
-9229,-750,12595,1
-9357,-908,12559,1
-9144,-684,12584,1
-9328,-758,12578,1
-9244,-889,12583,1
-9207,-707,12600,1
-9312,-785,12566,1
-9341,-877,12560,1
-9101,-659,12643,1
-9414,-819,12525,1
-9213,-849,12608,1
-9187,-680,12605,1
-9382,-835,12544,1
-9217,-847,12555,1
-9102,-657,12643,1
-9360,-921,12557,1
-9175,-797,12615,1
-9179,-680,12649,1
-9402,-913,12536,1
-9175,-761,12601,1
-9230,-657,12586,1
-9273,-927,12567,1
-9199,-735,12604,1
-9233,-758,12593,1
-9376,-911,12526,1
-9123,-722,12658,1
-9343,-798,12574,1
-9237,-922,12606,1
-9216,-719,12565,1
-9280,-785,12570,1
-9289,-882,12565,1
-9110,-636,12674,1
-9383,-839,12550,1
-9228,-886,12582,1
-9166,-675,12650,1
-9393,-869,12565,1
-9184,-870,12603,1
-9143,-692,12644,1
-9358,-895,12547,1
-9205,-818,12603,1
-9168,-688,12642,1
-9387,-928,12538,1
-9168,-761,12600,1
-9252,-700,12625,1
-9249,-900,12626,1
-9218,-759,12578,1
-9223,-734,12643,1
-9340,-890,12527,1
-9108,-694,12604,1
-9310,-774,12586,1
-9254,-904,12607,1
-9173,-693,12614,1
-9351,-810,12574,1
-9291,-874,12556,1
-9104,-663,12632,1
-9378,-833,12549,1
-9221,-852,12596,1
-9177,-696,12629,1
-9423,-867,12528,1
-9192,-851,12617,1
-9162,-660,12619,1
-9319,-880,12546,1
-9212,-828,12558,1
-9175,-703,12650,1
-9410,-932,12545,1
-9175,-748,12625,1
-9235,-680,12628,1
-9263,-915,12564,1
-9196,-765,12554,1
-9261,-726,12599,1
-9359,-936,12555,1
-9150,-695,12643,1
-9328,-790,12587,1
-9271,-881,12584,1
-9174,-692,12610,1
-9373,-807,12571,1
-9287,-887,12599,1
-9144,-664,12632,1
-9356,-805,12571,1
-9252,-854,12564,1
-9149,-663,12656,1
-9406,-865,12514,1
-9161,-841,12599,1
-9167,-652,12612,1
-9293,-876,12556,1
-9208,-815,12578,1
-9186,-692,12630,1
-9413,-935,12527,1
-9153,-750,12617,1
-9245,-682,12626,1
-9261,-878,12556,1
-9175,-741,12549,1
-9254,-737,12584,1
-9355,-939,12553,1
-9161,-716,12659,1
-9300,-780,12540,1
-9329,-890,12569,1
-9132,-676,12616,1
-9384,-812,12552,1
-9278,-879,12564,1
-9145,-670,12638,1
-9365,-822,12549,1
-9262,-872,12552,1
-9159,-680,12661,1
-9415,-858,12517,1
-9179,-836,12618,1
-9153,-657,12606,1
-9324,-866,12545,1
-9226,-816,12570,1
-9185,-700,12618,1
-9381,-931,12545,1
-9165,-771,12607,1
-9250,-707,12616,1
-9299,-909,12551,1
-9209,-766,12589,1
-9278,-734,12573,1
-9317,-910,12541,1
-9167,-706,12582,1
-9272,-762,12597,1
-9289,-852,12556,1
-9108,-684,12613,1
-9383,-792,12522,1
-9257,-862,12570,1
-9179,-651,12605,1
-9350,-811,12551,1
-9281,-886,12490,1
-9117,-645,12627,1
-9444,-824,12483,1
-9178,-831,12608,1
-9157,-678,12625,1
-9345,-865,12580,1
-9221,-843,12569,1
-9161,-668,12629,1
-9365,-929,12514,1
-9196,-743,12619,1
-9215,-668,12634,1
-9276,-887,12555,1
-9183,-730,12550,1
-9264,-721,12522,1
-9314,-920,12549,1
-9180,-722,12586,1
-9267,-752,12594,1
-9290,-899,12542,1
-9136,-669,12655,1
-9376,-803,12501,1
-9268,-884,12536,1
-9176,-681,12588,1
-9365,-792,12563,1
-9286,-874,12536,1
-9110,-658,12646,1
-9396,-853,12514,1
-9216,-850,12584,1
-9176,-693,12610,1
-9339,-853,12548,1
-9161,-808,12606,1
-9179,-676,12629,1
-9349,-890,12551,1
-9199,-792,12550,1
-9183,-670,12590,1
-9346,-910,12528,1
-9135,-762,12615,1
-9275,-707,12573,1
-9261,-934,12626,1
-9216,-728,12569,1
-9269,-753,12593,1
-9352,-908,12544,1
-9111,-700,12660,1
-9343,-799,12517,1
-9253,-900,12569,1
-9188,-694,12603,1
-9284,-896,12554,1
-9157,-687,12632,1
-9354,-817,12572,1
-9278,-879,12552,1
-9147,-663,12678,1
-9424,-840,12485,1
-9209,-835,12598,1
-9195,-690,12607,1
-9323,-882,12541,1
-9210,-830,12556,1
-9172,-683,12620,1
-9379,-919,12531,1
-9171,-779,12567,1
-9210,-692,12598,1
-9286,-936,12556,1
-9148,-782,12583,1
-9270,-693,12590,1
-9294,-892,12534,1
-9211,-715,12563,1
-9255,-757,12567,1
-9302,-903,12544,1
-9128,-695,12651,1
-9369,-801,12559,1
-9247,-876,12578,1
-9179,-696,12547,1
-9352,-808,12517,1
-9293,-866,12554,1
-9082,-673,12649,1
-9389,-853,12504,1
-9217,-845,12582,1
-9215,-659,12560,1
-9376,-857,12550,1
-9198,-843,12511,1
-9106,-645,12641,1
-9362,-891,12524,1
-9189,-800,12571,1
-9193,-695,12571,1
-9347,-921,12519,1
-9154,-748,12557,1
-9229,-701,12614,1
-9272,-889,12601,1
-9220,-757,12575,1
-9273,-707,12603,1
-9341,-910,12561,1
-9124,-690,12606,1
-9327,-753,12575,1
-9272,-889,12601,1
-9189,-699,12556,1
-9317,-786,12538,1
-9318,-902,12533,1
-9109,-692,12592,1
-9397,-821,12513,1
-9234,-866,12526,1
-9171,-681,12583,1
-9356,-827,12518,1
-9218,-840,12537,1
-9149,-663,12605,1
-9371,-872,12507,1
-9183,-808,12597,1
-9173,-672,12640,1
-9366,-879,12558,1
-9144,-781,12589,1
-9215,-704,12598,1
-9270,-895,12545,1
-9205,-789,12586,1
-9232,-694,12616,1
-9299,-923,12528,1
-9152,-675,12600,1
-9339,-746,12558,1
-9249,-900,12636,1
-9185,-726,12592,1
-9315,-790,12580,1
-9314,-908,12533,1
-9155,-677,12654,1
-9353,-809,12513,1
-9253,-858,12587,1
-9125,-688,12644,1
-9365,-858,12554,1
-9210,-864,12570,1
-9201,-681,12613,1
-9359,-849,12534,1
-9201,-830,12603,1
-9145,-657,12639,1
-9371,-899,12534,1
-9145,-775,12597,1
-9229,-671,12625,1
-9332,-906,12572,1
-9209,-765,12587,1
-9213,-698,12601,1
-9313,-932,12534,1
-9143,-758,12584,1
-9293,-764,12537,1
-9277,-943,12590,1
-9167,-711,12610,1
-9266,-746,12602,1
-9309,-909,12546,1
-9148,-707,12590,1
-9341,-784,12565,1
-9278,-898,12543,1
-9143,-700,12608,1
-9350,-831,12554,1
-9211,-873,12585,1
-9166,-674,12625,1
-9368,-838,12566,1
-9243,-867,12545,1
-9123,-632,12646,1
-9418,-883,12494,1
-9117,-808,12627,1
-9215,-690,12607,1
-9307,-874,12569,1
-9236,-804,12581,1
-9148,-678,12621,1
-9338,-934,12547,1
-9151,-763,12621,1
-9257,-706,12593,1
-9284,-912,12604,1
-9193,-697,12621,1
-9273,-733,12575,1
-9286,-891,12582,1
-9194,-698,12623,1
-9288,-790,12558,1
-9315,-923,12535,1
-9152,-666,12608,1
-9371,-787,12506,1
-9238,-845,12510,1
-9170,-658,12600,1
-9356,-806,12545,1
-9262,-878,12572,1
-9142,-656,12668,1
-9447,-818,12476,1
-9184,-811,12572,1
-9164,-669,12614,1
-9332,-898,12580,1
-9214,-813,12582,1
-9183,-723,12679,1
-9363,-929,12518,1
-9174,-756,12581,1
-9205,-693,12574,1
-9301,-902,12528,1
-9160,-757,12580,1
-9270,-707,12569,1
-9287,-937,12584,1
-9217,-732,12597,1
-9275,-742,12584,1
-9308,-890,12559,1
-9128,-687,12683,1
-9344,-799,12540,1
-9280,-909,12604,1
-9200,-672,12621,1
-9333,-785,12542,1
-9293,-877,12558,1
-9105,-665,12661,1
-9409,-820,12554,1
-9187,-850,12580,1
-9176,-689,12597,1
-9385,-841,12537,1
-9229,-835,12586,1
-9141,-633,12639,1
-9365,-857,12535,1
-9174,-812,12608,1
-9167,-661,12623,1
-9416,-902,12530,1
-9169,-759,12618,1
-9234,-675,12584,1
-9239,-908,12602,1
-9215,-733,12557,1
-9218,-728,12592,1
-9342,-900,12557,1
-9158,-693,12632,1
-9331,-739,12534,1
-9257,-915,12612,1
-9192,-715,12604,1
-9310,-784,12559,1
-9338,-905,12534,1
-9145,-656,12618,1
-9367,-836,12530,1
-9238,-874,12587,1
-9134,-667,12632,1
-9389,-819,12500,1
-9213,-879,12564,1
-9178,-688,12600,1
-9373,-854,12551,1
-9198,-849,12554,1
-9104,-665,12659,1
-9395,-851,12519,1
-9140,-781,12638,1
-9215,-687,12613,1
-9325,-896,12562,1
-9227,-788,12557,1
-9165,-647,12676,1
-9331,-887,12511,1
-9143,-732,12623,1
-9297,-721,12585,1
-9290,-919,12575,1
-9181,-716,12580,1
-9261,-755,12580,1
-9297,-908,12604,1
-9144,-691,12598,1
-9366,-776,12523,1
-9300,-910,12595,1
-9135,-690,12629,1
-9350,-821,12532,1
-9250,-874,12577,1
-9153,-654,12633,1
-9350,-842,12556,1
-9275,-867,12531,1
-9125,-674,12652,1
-9437,-849,12522,1
-9161,-818,12617,1
-9176,-655,12629,1
-9334,-881,12556,1
-9222,-790,12576,1
-9154,-679,12666,1
-9389,-926,12521,1
-9162,-786,12609,1
-9227,-720,12609,1
-9272,-929,12567,1
-9193,-765,12575,1
-9242,-704,12598,1
-9301,-951,12515,1
-9187,-735,12569,1
-9278,-762,12574,1
-9311,-882,12608,1
-9120,-711,12649,1
-9345,-769,12568,1
-9247,-905,12524,1
-9198,-699,12601,1
-9338,-816,12548,1
-9297,-855,12552,1
-9084,-660,12680,1
-9413,-839,12545,1
-9196,-862,12610,1
-9203,-707,12634,1
-9354,-872,12573,1
-9267,-859,12574,1
-9103,-650,12653,1
-9357,-893,12556,1
-9140,-817,12605,1
-9201,-705,12640,1
-9339,-895,12551,1
-9172,-810,12599,1
-9205,-676,12601,1
-9306,-917,12517,1
-9184,-785,12580,1
-9259,-735,12626,1
-9337,-905,12532,1
-9138,-727,12591,1
-9308,-720,12564,1
-9265,-902,12547,1
-9204,-723,12630,1
-9251,-757,12596,1
-9315,-907,12573,1
-9108,-703,12609,1
-9394,-829,12497,1
-9264,-899,12559,1
-9182,-696,12619,1
-9313,-808,12543,1
-9293,-884,12545,1
-9139,-663,12642,1
-9379,-871,12535,1
-9241,-837,12561,1
-9142,-682,12608,1
-9395,-845,12573,1
-9132,-824,12614,1
-9216,-658,12642,1
-9361,-878,12595,1
-9249,-824,12573,1
-9183,-633,12633,1
-9393,-912,12535,1
-9145,-771,12567,1
-9303,-693,12563,1
-9250,-874,12587,1
-9191,-751,12556,1
-9236,-724,12577,1
-9383,-939,12558,1
-9141,-670,12607,1
-9339,-795,12573,1
-9284,-891,12552,1
-9207,-728,12602,1
-9304,-806,12563,1
-9268,-921,12551,1
-9133,-690,12573,1
-9366,-804,12549,1
-9280,-877,12584,1
-9069,-670,12633,1
-9421,-833,12525,1
-9194,-851,12548,1
-9159,-668,12611,1
-9365,-821,12535,1
-9256,-850,12588,1
-9117,-661,12663,1
-9384,-898,12508,1
-9161,-804,12611,1
-9200,-716,12593,1
-9332,-901,12553,1
-9246,-802,12526,1
-9183,-691,12615,1
-9303,-945,12547,1
-9187,-759,12612,1
-9273,-731,12532,1
-9309,-922,12572,1
-9174,-734,12570,1
-9308,-726,12554,1
