x,y,z,status
-9149,-714,12584,1
-9317,-769,12570,1
-9270,-888,12552,1
-9173,-687,12603,1
-9289,-770,12595,1
-9326,-909,12517,1
-9142,-660,12609,1
-9405,-817,12524,1
-9244,-838,12564,1
-9146,-689,12615,1
-9389,-835,12557,1
-9245,-889,12542,1
-9206,-671,12597,1
-9379,-855,12516,1
-9223,-844,12603,1
-9109,-655,12660,1
-9372,-856,12542,1
-9129,-769,12588,1
-9249,-643,12589,1
-9292,-914,12528,1
-9181,-764,12558,1
-9186,-658,12642,1
-9336,-928,12518,1
-9131,-724,12604,1
-9322,-752,12571,1
-9297,-906,12572,1
-9189,-729,12564,1
-9259,-704,12602,1
-9321,-908,12559,1
-9175,-692,12634,1
-9380,-825,12540,1
-9282,-871,12544,1
-9124,-683,12672,1
-9388,-805,12532,1
-9239,-872,12586,1
-9195,-684,12622,1
-9378,-877,12528,1
-9262,-871,12528,1
-9129,-655,12632,1
-9379,-900,12531,1
-9164,-809,12627,1
-9229,-697,12584,1
-9314,-893,12523,1
-9195,-783,12595,1
-9171,-650,12643,1
-9283,-925,12540,1
-9158,-728,12584,1
-9298,-729,12600,1
-9276,-904,12569,1
-9184,-743,12617,1
-9285,-752,12643,1
-9278,-911,12588,1
-9166,-689,12590,1
-9354,-794,12544,1
-9308,-885,12568,1
-9118,-685,12643,1
-9382,-807,12541,1
-9225,-869,12583,1
-9215,-687,12610,1
-9244,-865,12571,1
-9180,-679,12632,1
-9366,-863,12547,1
-9188,-812,12559,1
-9146,-665,12653,1
-9357,-854,12535,1
-9172,-816,12594,1
-9219,-678,12587,1
-9313,-911,12549,1
-9205,-764,12575,1
-9207,-682,12635,1
-9330,-913,12542,1
-9136,-717,12632,1
-9329,-729,12607,1
-9248,-876,12557,1
-9168,-714,12601,1
-9268,-758,12557,1
-9319,-894,12585,1
-9167,-677,12611,1
-9387,-812,12486,1
-9259,-859,12586,1
-9164,-684,12663,1
-9380,-835,12537,1
-9233,-862,12565,1
-9221,-652,12614,1
-9385,-853,12529,1
-9222,-819,12579,1
-9125,-640,12646,1
-9382,-895,12540,1
-9163,-803,12603,1
-9224,-681,12611,1
-9336,-905,12594,1
-9220,-767,12604,1
-9183,-651,12643,1
-9355,-910,12565,1
-9148,-710,12606,1
-9315,-711,12578,1
-9278,-894,12573,1
-9182,-702,12613,1
-9263,-749,12589,1
-9320,-927,12569,1
-9145,-665,12624,1
-9394,-794,12541,1
-9293,-856,12552,1
-9159,-713,12626,1
-9383,-820,12522,1
-9258,-879,12565,1
-9184,-681,12638,1
-9361,-834,12558,1
-9248,-824,12572,1
-9116,-656,12654,1
-9390,-886,12535,1
-9126,-797,12654,1
-9226,-675,12580,1
-9317,-907,12530,1
-9230,-794,12581,1
-9170,-665,12639,1
-9310,-900,12530,1
-9151,-729,12645,1
-9289,-722,12615,1
-9286,-891,12588,1
-9189,-704,12552,1
-9275,-765,12603,1
-9272,-914,12570,1
-9155,-699,12639,1
-9300,-817,12558,1
-9307,-895,12573,1
-9144,-702,12627,1
-9389,-806,12509,1
-9204,-854,12612,1
-9195,-659,12628,1
-9351,-847,12527,1
-9250,-850,12535,1
-9119,-669,12661,1
-9417,-887,12543,1
-9129,-837,12609,1
-9214,-676,12617,1
-9316,-893,12567,1
-9239,-802,12570,1
-9197,-673,12638,1
-9328,-903,12556,1
-9161,-707,12610,1
-9265,-704,12628,1
-9283,-876,12552,1
-9169,-692,12590,1
-9299,-757,12606,1
-9253,-932,12531,1
-9157,-686,12573,1
-9296,-783,12570,1
-9285,-931,12547,1
-9133,-703,12626,1
-9379,-823,12529,1
-9222,-841,12601,1
-9166,-660,12671,1
-9355,-846,12583,1
-9251,-868,12523,1
-9132,-666,12632,1
-9410,-890,12546,1
-9138,-816,12619,1
-9195,-672,12630,1
-9349,-893,12547,1
-9209,-832,12548,1
-9187,-678,12663,1
-9338,-915,12591,1
-9178,-748,12591,1
-9225,-682,12633,1
-9296,-898,12543,1
-9145,-726,12626,1
-9312,-742,12564,1
-9258,-917,12582,1
-9197,-688,12597,1
-9277,-788,12569,1
-9328,-896,12543,1
-9154,-686,12615,1
-9391,-806,12524,1
-9222,-872,12630,1
-9164,-662,12604,1
-9335,-825,12574,1
-9267,-872,12608,1
-9163,-669,12636,1
-9415,-861,12555,1
-9188,-817,12570,1
-9139,-643,12640,1
-9372,-862,12510,1
-9170,-786,12602,1
-9197,-665,12619,1
-9351,-918,12539,1
-9199,-763,12587,1
-9187,-694,12673,1
-9317,-901,12551,1
-9170,-737,12633,1
-9276,-729,12571,1
-9282,-914,12515,1
-9193,-688,12533,1
-9270,-758,12612,1
-9332,-916,12565,1
-9132,-671,12652,1
-9372,-823,12542,1
-9265,-861,12537,1
-9168,-672,12614,1
-9333,-797,12585,1
-9246,-875,12554,1
-9150,-684,12625,1
-9391,-869,12503,1
-9233,-826,12566,1
-9138,-647,12644,1
-9382,-899,12522,1
-9166,-814,12591,1
-9205,-672,12599,1
-9339,-881,12536,1
-9232,-765,12537,1
-9172,-653,12599,1
-9312,-899,12514,1
-9163,-745,12617,1
-9304,-755,12558,1
-9298,-923,12567,1
-9206,-723,12565,1
-9248,-763,12601,1
-9304,-904,12569,1
-9157,-687,12622,1
-9342,-797,12519,1
-9303,-872,12551,1
-9178,-657,12618,1
-9351,-813,12543,1
-9260,-908,12556,1
-9185,-676,12572,1
-9366,-844,12531,1
-9221,-859,12555,1
-9102,-657,12658,1
-9408,-867,12530,1
-9136,-774,12618,1
-9239,-699,12632,1
-9300,-895,12601,1
-9211,-774,12528,1
-9180,-683,12622,1
-9305,-916,12521,1
-9151,-739,12588,1
-9306,-728,12576,1
-9273,-907,12576,1
-9183,-707,12592,1
-9266,-766,12565,1
-9302,-909,12568,1
-9155,-681,12609,1
-9356,-792,12533,1
-9319,-875,12591,1
-9137,-698,12627,1
-9352,-868,12556,1
-9239,-878,12584,1
-9177,-672,12588,1
-9364,-851,12545,1
-9224,-838,12511,1
-9097,-656,12643,1
-9370,-887,12548,1
-9128,-801,12605,1
-9178,-682,12590,1
-9331,-907,12570,1
-9197,-772,12560,1
-9189,-707,12669,1
-9282,-927,12549,1
-9152,-745,12566,1
-9275,-755,12575,1
-9299,-907,12582,1
-9148,-678,12614,1
-9295,-748,12562,1
-9258,-905,12604,1
-9163,-695,12619,1
-9343,-801,12530,1
-9302,-890,12542,1
-9110,-653,12654,1
-9382,-828,12585,1
-9203,-852,12566,1
-9180,-668,12616,1
-9389,-852,12569,1
-9215,-838,12599,1
-9143,-638,12673,1
-9357,-887,12513,1
-9140,-771,12636,1
-9211,-677,12606,1
-9330,-908,12603,1
-9151,-778,12587,1
-9217,-700,12625,1
-9295,-930,12561,1
-9174,-725,12603,1
-9294,-722,12576,1
-9296,-935,12618,1
-9146,-705,12595,1
-9354,-802,12572,1
-9265,-863,12595,1
-9217,-707,12574,1
-9341,-784,12556,1
-9259,-860,12561,1
-9124,-654,12652,1
-9379,-885,12559,1
-9197,-853,12605,1
-9187,-677,12605,1
-9320,-849,12590,1
-9164,-813,12590,1
-9176,-687,12693,1
-9369,-909,12544,1
-9178,-798,12614,1
-9181,-696,12645,1
-9296,-911,12579,1
-9182,-741,12637,1
-9276,-756,12593,1
-9271,-899,12579,1
-9181,-708,12604,1
-9249,-732,12599,1
-9292,-943,12609,1
-9133,-665,12669,1
-9360,-815,12538,1
-9249,-869,12599,1
-9212,-653,12560,1
-9331,-803,12584,1
-9256,-880,12547,1
-9134,-691,12675,1
-9406,-875,12483,1
-9207,-869,12575,1
-9166,-670,12598,1
-9328,-871,12574,1
-9146,-820,12571,1
-9166,-672,12652,1
-9353,-910,12549,1
-9179,-795,12578,1
-9186,-697,12585,1
-9298,-915,12554,1
-9179,-752,12596,1
-9285,-731,12565,1
-9290,-882,12549,1
-9191,-705,12577,1
-9242,-732,12608,1
-9302,-901,12560,1
-9128,-646,12645,1
-9389,-816,12515,1
-9271,-866,12592,1
-9162,-669,12634,1
-9359,-812,12584,1
-9250,-893,12576,1
-9152,-665,12638,1
-9406,-876,12564,1
-9192,-844,12616,1
-9156,-691,12665,1
-9355,-889,12603,1
-9170,-804,12598,1
-9216,-683,12620,1
-9339,-886,12577,1
-9183,-787,12608,1
-9200,-675,12644,1
-9319,-908,12526,1
-9130,-741,12639,1
-9329,-746,12545,1
-9272,-870,12556,1
-9190,-702,12618,1
-9246,-751,12588,1
-9323,-915,12487,1
-9144,-663,12606,1
-9389,-812,12538,1
-9256,-846,12589,1
-9129,-673,12615,1
-9379,-797,12513,1
-9237,-863,12512,1
-9175,-683,12618,1
-9371,-878,12526,1
-9201,-818,12594,1
-9131,-657,12645,1
-9333,-912,12584,1
-9169,-782,12582,1
-9236,-680,12623,1
-9313,-894,12591,1
-9230,-786,12620,1
-9195,-690,12647,1
-9318,-927,12538,1
-9139,-718,12578,1
-9319,-753,12548,1
-9273,-880,12575,1
-9173,-715,12571,1
-9282,-727,12602,1
-9335,-941,12578,1
-9148,-673,12619,1
-9418,-810,12526,1
-9268,-871,12566,1
-9147,-673,12633,1
-9397,-818,12532,1
-9217,-852,12545,1
-9180,-670,12561,1
-9374,-829,12549,1
-9239,-843,12560,1
-9121,-665,12651,1
-9360,-884,12516,1
-9141,-791,12610,1
-9228,-712,12606,1
-9306,-916,12559,1
-9214,-791,12593,1
-9185,-675,12627,1
-9320,-927,12568,1
-9145,-757,12582,1
-9324,-751,12584,1
-9306,-891,12568,1
-9159,-699,12618,1
-9324,-757,12590,1
-9306,-921,12558,1
-9161,-695,12608,1
-9349,-813,12544,1
-9284,-862,12522,1
-9104,-656,12651,1
-9394,-829,12511,1
-9193,-835,12580,1
-9213,-664,12614,1
-9361,-853,12539,1
-9216,-833,12585,1
-9137,-665,12654,1
-9373,-913,12518,1
-9183,-784,12576,1
-9230,-699,12594,1
-9304,-899,12565,1
-9196,-766,12612,1
-9232,-692,12630,1
-9311,-927,12565,1
-9160,-710,12615,1
-9322,-754,12563,1
-9303,-902,12608,1
-9162,-692,12629,1
-9356,-773,12596,1
-9280,-903,12624,1
-9177,-646,12610,1
-9339,-778,12539,1
-9274,-864,12563,1
-9089,-663,12680,1
-9422,-853,12528,1
-9210,-862,12555,1
-9199,-698,12593,1
-9323,-854,12592,1
-9210,-825,12600,1
-9140,-673,12668,1
-9368,-894,12494,1
-9178,-753,12608,1
-9207,-697,12604,1
-9292,-894,12538,1
-9183,-764,12604,1
-9235,-681,12578,1
-9307,-900,12568,1
-9188,-724,12597,1
-9261,-759,12587,1
-9290,-888,12556,1
-9136,-701,12591,1
-9363,-782,12532,1
-9253,-900,12566,1
-9198,-671,12598,1
-9316,-796,12554,1
-9280,-856,12600,1
-9082,-678,12723,1
-9451,-843,12502,1
-9188,-832,12588,1
-9195,-683,12585,1
-9332,-857,12579,1
-9201,-826,12583,1
-9152,-661,12631,1
-9373,-891,12554,1
-9153,-780,12622,1
-9210,-697,12582,1
-9293,-914,12606,1
-9175,-745,12600,1
-9246,-710,12620,1
-9288,-913,12594,1
-9188,-695,12587,1
-9238,-755,12620,1
-9297,-919,12620,1
-9108,-695,12639,1
-9388,-792,12552,1
-9222,-904,12575,1
-9178,-709,12589,1
-9326,-799,12568,1
-9293,-868,12576,1
-9100,-645,12673,1
-9440,-847,12509,1
-9198,-840,12605,1
-9179,-697,12634,1
-9342,-872,12587,1
-9172,-834,12590,1
-9173,-644,12648,1
-9352,-916,12558,1
-9174,-788,12565,1
-9184,-718,12637,1
-9292,-933,12585,1
-9142,-756,12615,1
-9293,-736,12580,1
-9309,-913,12552,1
-9217,-715,12593,1
-9255,-748,12591,1
-9318,-905,12565,1
-9128,-680,12636,1
-9391,-781,12532,1
-9282,-878,12624,1
-9158,-679,12608,1
-9341,-811,12566,1
-9260,-847,12565,1
-9114,-649,12621,1
-9413,-851,12563,1
-9187,-827,12581,1
-9123,-657,12642,1
-9358,-862,12574,1
-9172,-818,12614,1
-9186,-678,12595,1
-9338,-895,12541,1
-9205,-767,12586,1
-9203,-670,12664,1
-9299,-911,12539,1
-9127,-754,12631,1
-9282,-733,12570,1
-9284,-905,12579,1
-9195,-712,12633,1
-9257,-751,12598,1
-9331,-879,12544,1
-9135,-665,12650,1
-9395,-800,12527,1
-9262,-846,12607,1
-9143,-663,12653,1
-9364,-815,12560,1
-9260,-882,12593,1
-9158,-661,12589,1
-9414,-861,12575,1
-9222,-841,12533,1
-9142,-641,12635,1
-9331,-885,12525,1
-9165,-811,12587,1
-9225,-671,12578,1
-9307,-904,12577,1
-9224,-753,12594,1
-9214,-686,12660,1
-9320,-922,12564,1
-9136,-742,12623,1
-9293,-748,12557,1
-9260,-907,12563,1
-9176,-700,12630,1
-9280,-766,12538,1
-9292,-908,12523,1
-9191,-646,12598,1
-9364,-774,12549,1
-9264,-866,12606,1
-9137,-661,12631,1
-9399,-845,12541,1
-9246,-850,12583,1
-9176,-663,12644,1
-9381,-826,12558,1
-9189,-805,12593,1
-9143,-681,12628,1
-9365,-885,12538,1
-9170,-789,12606,1
-9228,-683,12620,1
-9270,-908,12556,1
-9197,-733,12616,1
-9223,-697,12632,1
-9327,-921,12535,1
-9159,-711,12642,1
-9307,-750,12564,1
-9254,-909,12640,1
-9177,-716,12579,1
-9315,-805,12539,1
-9263,-893,12550,1
-9159,-689,12658,1
-9371,-819,12554,1
-9256,-868,12565,1
-9169,-667,12620,1
-9408,-840,12533,1
-9221,-833,12592,1
-9157,-653,12637,1
-9353,-877,12551,1
-9210,-836,12567,1
-9171,-669,12636,1
-9399,-900,12536,1
-9142,-767,12605,1
-9222,-712,12628,1
-9265,-894,12568,1
-9178,-739,12551,1
-9257,-708,12583,1
-9329,-884,12528,1
-9149,-700,12626,1
-9308,-773,12583,1
-9316,-899,12596,1
-9160,-669,12611,1
-9381,-786,12540,1
-9246,-876,12593,1
-9159,-686,12638,1
-9353,-820,12548,1
-9277,-852,12584,1
-9136,-648,12659,1
-9430,-880,12542,1
-9140,-817,12599,1
-9179,-651,12619,1
-9315,-863,12564,1
-9189,-812,12553,1
-9158,-646,12650,1
-9367,-935,12520,1
-9146,-747,12655,1
-9284,-723,12584,1
-9271,-907,12571,1
-9179,-715,12602,1
-9273,-737,12584,1
-9282,-871,12587,1
-9164,-664,12621,1
-9317,-771,12564,1
-9298,-905,12544,1
-9152,-675,12604,1
-9400,-798,12579,1
-9206,-846,12642,1
-9181,-678,12624,1
-9334,-837,12554,1
-9252,-863,12572,1
-9128,-657,12618,1
-9366,-895,12555,1
-9124,-783,12601,1
-9210,-710,12588,1
-9358,-899,12572,1
-9172,-791,12597,1
-9176,-658,12602,1
-9296,-911,12556,1
-9183,-708,12602,1
-9269,-743,12548,1
-9321,-901,12569,1
-9134,-706,12644,1
-9317,-767,12597,1
-9261,-922,12565,1
-9193,-688,12552,1
-9342,-799,12593,1
-9275,-876,12557,1
-9077,-650,12676,1
-9427,-860,12539,1
-9186,-847,12576,1
-9207,-677,12578,1
-9362,-861,12577,1
-9197,-831,12602,1
-9142,-635,12643,1
-9369,-881,12536,1
-9160,-753,12615,1
-9202,-698,12610,1
-9280,-909,12558,1
-9161,-797,12602,1
-9253,-718,12571,1
-9307,-942,12531,1
-9161,-701,12581,1
-9273,-751,12577,1
-9264,-871,12590,1
-9121,-691,12601,1
-9395,-824,12536,1
-9265,-900,12559,1
-9171,-687,12631,1
-9332,-839,12563,1
-9270,-867,12534,1
-9140,-690,12659,1
-9418,-874,12512,1
-9166,-841,12616,1
-9159,-670,12630,1
-9341,-877,12544,1
-9177,-803,12575,1
-9196,-664,12597,1
-9370,-925,12536,1
-9194,-752,12614,1
-9213,-679,12636,1
-9297,-898,12566,1
-9162,-748,12569,1
-9286,-742,12568,1
-9261,-912,12634,1
-9186,-690,12616,1
-9304,-799,12564,1
-9291,-915,12541,1
-9141,-696,12633,1
-9401,-813,12512,1
-9186,-869,12588,1
-9186,-673,12630,1
-9353,-836,12555,1
-9265,-855,12553,1
-9156,-632,12622,1
-9396,-897,12571,1
-9142,-832,12603,1
-9207,-717,12602,1
-9313,-902,12540,1
-9218,-780,12580,1
-9204,-687,12607,1
-9282,-886,12590,1
-9187,-730,12558,1
-9243,-725,12603,1
-9326,-912,12546,1
-9128,-703,12629,1
-9318,-751,12560,1
-9253,-882,12590,1
-9182,-694,12582,1
-9330,-793,12540,1
-9307,-865,12544,1
-9128,-672,12655,1
-9423,-843,12517,1
-9217,-842,12611,1
-9192,-678,12611,1
-9400,-832,12570,1
-9194,-836,12561,1
-9168,-649,12626,1
-9364,-848,12562,1
-9171,-807,12575,1
-9206,-691,12593,1
-9338,-917,12521,1
-9147,-772,12623,1
-9261,-725,12609,1
-9270,-918,12619,1
-9200,-738,12577,1
-9258,-735,12597,1
-9326,-911,12603,1
-9111,-696,12609,1
-9359,-772,12543,1
-9246,-901,12578,1
-9196,-696,12567,1
-9325,-781,12582,1
-9252,-858,12593,1
-9126,-637,12659,1
-9407,-837,12513,1
-9221,-851,12545,1
-9159,-661,12655,1
-9356,-884,12580,1
-9185,-811,12596,1
-9209,-688,12617,1
-9351,-912,12541,1
-9185,-793,12597,1
-9174,-682,12638,1
-9306,-918,12545,1
-9153,-732,12639,1
-9281,-725,12579,1
-9291,-881,12591,1
-9192,-717,12595,1
-9246,-747,12605,1
-9321,-894,12551,1
-9139,-680,12586,1
-9383,-799,12510,1
-9253,-852,12572,1
-9156,-656,12641,1
-9363,-812,12558,1
-9239,-875,12537,1
-9192,-671,12553,1
-9401,-823,12526,1
-9181,-793,12633,1
-9164,-662,12643,1
-9345,-884,12520,1
-9156,-780,12572,1
-9216,-689,12589,1
-9263,-905,12518,1
-9192,-780,12604,1
-9243,-685,12603,1
-9344,-933,12561,1
-9137,-712,12557,1
-9283,-753,12574,1
-9243,-887,12602,1
-9172,-709,12611,1
-9315,-788,12557,1
-9298,-892,12563,1
-9170,-656,12622,1
-9369,-826,12551,1
-9260,-855,12554,1
-9198,-668,12593,1
-9400,-850,12506,1
-9171,-844,12584,1
-9194,-645,12642,1
-9341,-866,12550,1
-9194,-805,12594,1
-9154,-663,12646,1
-9363,-910,12548,1
-9133,-745,12633,1
-9230,-674,12615,1
-9240,-893,12594,1
-9206,-752,12571,1
-9246,-720,12622,1
-9345,-921,12535,1
-9104,-709,12606,1
-9329,-774,12535,1
-9288,-909,12597,1
-9174,-706,12587,1
-9332,-793,12518,1
-9312,-882,12552,1
-9147,-661,12621,1
-9356,-816,12546,1
-9252,-870,12582,1
-9140,-676,12648,1
-9408,-838,12491,1
-9198,-845,12551,1
-9173,-676,12626,1
-9353,-840,12552,1
-9190,-805,12582,1
-9156,-654,12646,1
-9382,-892,12512,1
-9163,-772,12655,1
-9223,-683,12603,1
-9263,-900,12529,1
-9237,-750,12602,1
-9234,-723,12662,1
-9308,-932,12548,1
-9181,-684,12656,1
-9291,-779,12595,1
-9250,-885,12540,1
-9162,-696,12593,1
-9354,-791,12542,1
-9307,-892,12587,1
-9228,-675,12634,1
-9314,-799,12589,1
-9270,-878,12584,1
-9107,-678,12679,1
-9430,-849,12522,1
-9198,-849,12631,1
-9208,-678,12584,1
-9355,-822,12571,1
-9199,-871,12609,1
-9133,-674,12646,1
-9374,-902,12527,1
-9118,-769,12594,1
-9215,-699,12584,1
-9271,-892,12586,1
-9209,-769,12633,1
-9215,-699,12623,1
-9297,-904,12588,1
-9158,-733,12595,1
-9249,-758,12574,1
-9310,-902,12595,1
-9159,-691,12659,1
-9335,-758,12569,1
-9259,-920,12586,1
-9222,-681,12580,1
-9340,-781,12536,1
-9285,-896,12550,1
-9085,-640,12637,1
-9425,-846,12518,1
-9175,-858,12585,1
-9200,-687,12585,1
-9400,-864,12537,1
-9230,-846,12557,1
-9136,-644,12610,1
-9328,-880,12548,1
-9173,-788,12615,1
-9192,-693,12594,1
-9338,-889,12553,1
-9164,-779,12576,1
-9198,-697,12648,1
-9277,-916,12549,1
-9173,-765,12593,1
-9245,-734,12616,1
-9341,-905,12538,1
-9143,-729,12629,1
-9311,-780,12547,1
-9249,-878,12576,1
-9212,-713,12552,1
-9299,-772,12532,1
-9321,-906,12506,1
-9125,-670,12632,1
-9384,-803,12530,1
-9212,-832,12567,1
-9192,-660,12621,1
-9366,-817,12544,1
-9222,-862,12537,1
-9173,-678,12618,1
-9370,-851,12490,1
-9166,-845,12585,1
-9175,-690,12621,1
-9356,-895,12512,1
-9153,-806,12594,1
-9212,-683,12592,1
-9304,-913,12541,1
-9184,-762,12604,1
-9217,-664,12632,1
-9320,-942,12563,1
-9135,-761,12573,1
-9293,-757,12578,1
-9276,-890,12554,1
-9184,-699,12569,1
-9252,-722,12609,1
-9302,-896,12530,1
-9121,-675,12624,1
-9363,-795,12532,1
-9294,-885,12579,1
-9174,-670,12625,1
-9333,-794,12549,1
-9251,-881,12540,1
-9145,-686,12650,1
-9362,-868,12500,1
-9255,-853,12585,1
-9138,-669,12606,1
-9400,-835,12518,1
-9151,-807,12613,1
-9181,-675,12622,1
-9306,-883,12579,1
-9234,-799,12603,1
-9167,-688,12618,1
-9366,-922,12545,1
-9115,-734,12625,1
-9264,-727,12598,1
-9261,-892,12584,1
-9187,-724,12598,1
-9258,-716,12607,1
-9325,-895,12551,1
-9140,-655,12625,1
-9320,-784,12563,1
-9279,-896,12570,1
-9121,-678,12605,1
-9364,-818,12531,1
-9260,-875,12555,1
-9170,-679,12627,1
-9353,-833,12559,1
-9275,-885,12558,1
-9129,-654,12653,1
-9435,-879,12518,1
-9177,-810,12604,1
-9181,-664,12624,1
-9331,-881,12605,1
-9193,-819,12592,1
-9119,-644,12646,1
-9356,-933,12500,1
-9150,-745,12585,1
-9221,-690,12634,1
-9268,-898,12553,1
-9199,-762,12583,1
-9258,-696,12626,1
-9288,-916,12601,1
-9170,-693,12610,1
-9295,-744,12577,1
-9256,-925,12587,1
-9128,-710,12654,1
-9326,-781,12562,1
-9261,-888,12583,1
-9203,-686,12586,1
-9365,-805,12536,1
-9291,-872,12562,1
-9119,-672,12670,1
-9416,-870,12518,1
-9178,-870,12604,1
-9204,-697,12607,1
-9359,-844,12583,1
-9204,-855,12571,1
-9116,-654,12677,1
-9356,-885,12533,1
-9167,-801,12619,1
-9200,-707,12618,1
-9365,-921,12561,1
-9164,-772,12594,1
-9211,-681,12655,1
-9260,-923,12607,1
-9169,-769,12611,1
-9245,-744,12591,1
-9322,-952,12544,1
-9123,-705,12605,1
-9285,-764,12594,1
-9234,-886,12605,1
-9193,-698,12589,1
-9322,-779,12596,1
-9288,-897,12523,1
-9128,-656,12639,1
-9385,-823,12501,1
-9198,-850,12575,1
-9149,-663,12628,1
-9365,-836,12541,1
-9250,-854,12569,1
-9168,-682,12624,1
-9403,-860,12514,1
-9169,-825,12597,1
-9160,-657,12613,1
-9321,-899,12521,1
-9155,-801,12581,1
-9215,-697,12565,1
-9290,-927,12518,1
-9189,-760,12589,1
-9195,-683,12658,1
-9338,-936,12556,1
-9147,-730,12624,1
-9318,-751,12543,1
-9285,-903,12566,1
-9199,-707,12582,1
-9256,-720,12614,1
-9327,-916,12558,1
-9142,-690,12663,1
-9369,-801,12529,1
-9261,-865,12585,1
-9155,-703,12575,1
-9343,-801,12540,1
-9270,-858,12527,1
-9154,-676,12636,1
-9357,-859,12502,1
-9236,-840,12527,1
-9159,-654,12599,1
-9399,-859,12520,1
-9148,-815,12551,1
-9177,-683,12603,1
-9321,-852,12566,1
-9222,-809,12570,1
-9185,-688,12635,1
-9406,-918,12518,1
-9155,-734,12625,1
-9258,-686,12580,1
-9276,-866,12577,1
-9209,-739,12569,1
-9227,-716,12591,1
-9360,-943,12536,1
-9168,-727,12631,1
-9296,-747,12566,1
-9284,-919,12555,1
-9167,-691,12609,1
-9331,-811,12567,1
-9279,-898,12562,1
-9165,-686,12613,1
-9357,-791,12526,1
-9289,-886,12577,1
-9109,-650,12661,1
-9395,-852,12523,1
-9208,-869,12599,1
-9188,-674,12570,1
-9346,-841,12601,1
-9214,-833,12562,1
-9112,-652,12666,1
-9365,-873,12516,1
-9164,-779,12636,1
-9210,-683,12603,1
-9308,-887,12547,1
-9184,-750,12543,1
-9188,-689,12656,1
-9303,-906,12552,1
-9157,-749,12603,1
-9292,-717,12584,1
-9301,-906,12576,1
-9162,-711,12589,1
-9310,-745,12567,1
-9282,-908,12623,1
-9168,-673,12616,1
-9348,-772,12553,1
-9317,-886,12534,1
-9141,-675,12654,1
-9379,-801,12534,1
-9253,-865,12624,1
-9176,-667,12643,1
-9353,-839,12573,1
-9254,-866,12541,1
-9140,-658,12637,1
-9421,-849,12513,1
-9169,-805,12615,1
-9166,-649,12609,1
-9340,-862,12560,1
-9215,-797,12561,1
-9176,-677,12612,1
-9331,-911,12540,1
-9207,-769,12618,1
-9216,-709,12629,1
-9285,-914,12559,1
-9161,-754,12571,1
-9282,-710,12588,1
-9287,-901,12592,1
-9177,-681,12597,1
-9240,-755,12621,1
-9296,-902,12588,1
-9112,-677,12625,1
-9331,-791,12550,1
-9236,-899,12590,1
-9178,-697,12582,1
-9350,-776,12549,1
-9280,-887,12571,1
-9103,-665,12684,1
-9412,-850,12561,1
-9215,-866,12573,1
-9178,-682,12599,1
-9369,-823,12543,1
-9197,-854,12617,1
-9126,-666,12636,1
-9360,-882,12580,1
-9176,-803,12630,1
-9176,-679,12611,1
-9401,-904,12540,1
-9136,-797,12604,1
-9217,-697,12614,1
-9256,-903,12614,1
-9178,-747,12590,1
-9219,-725,12602,1
-9315,-911,12538,1
-9140,-695,12636,1
-9326,-755,12591,1
-9229,-898,12634,1
-9141,-691,12640,1
-9338,-795,12574,1
-9287,-868,12571,1
-9154,-685,12654,1
-9373,-783,12553,1
-9269,-876,12601,1
-9139,-648,12667,1
-9359,-860,12573,1
-9219,-860,12582,1
-9190,-642,12598,1
-9360,-865,12574,1
-9201,-841,12602,1
-9140,-662,12687,1
-9374,-877,12544,1
-9122,-791,12632,1
-9233,-706,12607,1
-9318,-892,12562,1
-9223,-781,12567,1
-9172,-690,12629,1
-9285,-911,12560,1
-9138,-750,12620,1
-9276,-752,12619,1
-9292,-923,12584,1
-9197,-698,12586,1
-9266,-736,12616,1
-9284,-895,12596,1
-9166,-699,12628,1
-9342,-785,12580,1
-9316,-902,12562,1
-9152,-671,12635,1
-9359,-796,12550,1
-9260,-888,12632,1
-9156,-680,12632,1
-9364,-853,12545,1
-9263,-877,12552,1
-9113,-658,12618,1
-9424,-835,12508,1
-9155,-834,12566,1
-9169,-668,12616,1
-9331,-865,12555,1
-9219,-806,12594,1
-9138,-687,12625,1
-9368,-913,12524,1
-9175,-764,12605,1
-9203,-716,12617,1
-9258,-912,12558,1
-9208,-766,12597,1
-9276,-694,12554,1
-9307,-902,12555,1
-9192,-704,12578,1
-9273,-755,12591,1
-9315,-902,12593,1
-9126,-685,12662,1
-9341,-778,12537,1
-9249,-901,12563,1
-9206,-672,12571,1
-9318,-812,12565,1
-9290,-876,12568,1
-9076,-621,12677,1
-9408,-854,12466,1
-9204,-842,12602,1
-9193,-694,12599,1
-9385,-843,12513,1
-9171,-672,12623,1
-9325,-869,12590,1
-9192,-825,12616,1
-9155,-666,12690,1
-9357,-906,12550,1
-9131,-792,12605,1
-9237,-683,12591,1
-9297,-880,12558,1
-9183,-791,12608,1
-9210,-715,12635,1
-9316,-936,12584,1
-9153,-735,12617,1
-9291,-769,12622,1
-9285,-894,12592,1
-9136,-713,12661,1
-9303,-751,12620,1
-9280,-891,12580,1
-9174,-701,12594,1
-9327,-799,12541,1
-9299,-857,12557,1
-9154,-692,12666,1
-9396,-816,12581,1
-9227,-879,12579,1
-9211,-696,12615,1
-9361,-831,12515,1
-9247,-844,12540,1
-9118,-666,12644,1
-9399,-904,12575,1
-9150,-810,12582,1
-9210,-697,12614,1
-9319,-884,12551,1
