18:14:31:885 -> X -14940;Y -935;Z 7945
18:14:31:905 -> X -5591;Y 1228;Z 9424
18:14:31:926 -> X -8431;Y -1978;Z 17847
18:14:31:945 -> X -15047;Y -1739;Z 10152
18:14:31:965 -> X -7266;Y 1200;Z 7881
18:14:31:985 -> X -6843;Y -1352;Z 17452
18:14:32:006 -> X -14390;Y -2280;Z 12520
18:14:32:025 -> X -9785;Y 892;Z 6667
18:14:32:045 -> X -5406;Y -568;Z 16210
18:14:32:066 -> X -13326;Y -2640;Z 14621
18:14:32:085 -> X -12298;Y 308;Z 6213
18:14:32:105 -> X -4630;Y 172;Z 14200
18:14:32:126 -> X -11903;Y -2677;Z 16382
18:14:32:145 -> X -13996;Y -224;Z 6429
18:14:32:165 -> X -4509;Y 903;Z 11913
18:14:32:185 -> X -10458;Y -2521;Z 17382
18:14:32:206 -> X -14871;Y -796;Z 7606
18:14:32:225 -> X -5305;Y 1210;Z 9794
18:14:32:247 -> X -8752;Y -2103;Z 17857
18:14:32:266 -> X -15076;Y -1571;Z 9703
18:14:32:285 -> X -6877;Y 1215;Z 8172
18:14:32:305 -> X -7149;Y -1484;Z 17569
18:14:32:326 -> X -14550;Y -2198;Z 12100
18:14:32:345 -> X -9167;Y 945;Z 6916
18:14:32:365 -> X -5713;Y -736;Z 16496
18:14:32:386 -> X -13575;Y -2588;Z 14235
18:14:32:405 -> X -11806;Y 395;Z 6326
18:14:32:425 -> X -4693;Y 42;Z 14654
18:14:32:446 -> X -12209;Y -2705;Z 15990
18:14:32:465 -> X -13651;Y -58;Z 6236
18:14:32:485 -> X -4455;Y 747;Z 12438
18:14:32:506 -> X -10742;Y -2550;Z 17193
18:14:32:525 -> X -14757;Y -629;Z 7150
18:14:32:545 -> X -4937;Y 1187;Z 10348
18:14:32:566 -> X -9174;Y -2254;Z 17822
18:14:32:585 -> X -15101;Y -1350;Z 9080
18:14:32:605 -> X -6366;Y 1246;Z 8574
18:14:32:625 -> X -7601;Y -1673;Z 17729
18:14:32:646 -> X -14808;Y -2056;Z 11345
18:14:32:665 -> X -8398;Y 1014;Z 7308
18:14:32:685 -> X -6151;Y -1015;Z 16926
18:14:32:706 -> X -13950;Y -2449;Z 13545
18:14:32:725 -> X -10949;Y 596;Z 6421
18:14:32:745 -> X -4980;Y -218;Z 15363
18:14:32:766 -> X -12757;Y -2697;Z 15415
18:14:32:785 -> X -13151;Y 93;Z 6138
18:14:32:805 -> X -4458;Y 517;Z 13254
18:14:32:825 -> X -11337;Y -2624;Z 16891
18:14:32:845 -> X -14485;Y -413;Z 6777
18:14:32:865 -> X -4700;Y 1060;Z 11057
18:14:32:885 -> X -9815;Y -2374;Z 17662
18:14:32:905 -> X -15015;Y -1103;Z 8360
18:14:32:925 -> X -5808;Y 1257;Z 9156
18:14:32:945 -> X -8171;Y -1894;Z 17824
18:14:32:965 -> X -14954;Y -1806;Z 10534
18:14:32:985 -> X -7556;Y 1158;Z 7732
18:14:33:005 -> X -6709;Y -1304;Z 17294
18:14:33:026 -> X -14298;Y -2342;Z 12754
18:14:33:045 -> X -9923;Y 804;Z 6640
18:14:33:065 -> X -5353;Y -510;Z 16083
18:14:33:086 -> X -13275;Y -2650;Z 14711
18:14:33:105 -> X -12366;Y 287;Z 6250
18:14:33:125 -> X -4594;Y 205;Z 14214
18:14:33:146 -> X -11891;Y -2673;Z 16360
18:14:33:165 -> X -13986;Y -213;Z 6454
18:14:33:185 -> X -4495;Y 867;Z 11972
18:14:33:205 -> X -10416;Y -2503;Z 17366
18:14:33:225 -> X -14816;Y -759;Z 7561
18:14:33:245 -> X -5250;Y 1213;Z 9891
18:14:33:266 -> X -8827;Y -2117;Z 17837
18:14:33:285 -> X -15097;Y -1505;Z 9524
18:14:33:305 -> X -6782;Y 1218;Z 8285
18:14:33:326 -> X -7224;Y -1525;Z 17646
18:14:33:345 -> X -14658;Y -2159;Z 11820
18:14:33:365 -> X -8930;Y 966;Z 7072
18:14:33:385 -> X -5866;Y -846;Z 16613
18:14:33:406 -> X -13662;Y -2522;Z 13997
18:14:33:425 -> X -11555;Y 452;Z 6322
18:14:33:445 -> X -4819;Y -39;Z 14962
18:14:33:466 -> X -12442;Y -2717;Z 15821
18:14:33:485 -> X -13483;Y -13;Z 6218
18:14:33:505 -> X -4535;Y 659;Z 12757
18:14:33:526 -> X -10996;Y -2564;Z 17085
18:14:33:545 -> X -14673;Y -566;Z 7002
18:14:33:565 -> X -4852;Y 1122;Z 10612
18:14:33:585 -> X -9412;Y -2324;Z 17747
18:14:33:605 -> X -15066;Y -1255;Z 8782
18:14:33:625 -> X -6158;Y 1250;Z 8798
18:14:33:645 -> X -7768;Y -1734;Z 17761
18:14:33:666 -> X -14794;Y -1956;Z 11022
18:14:33:685 -> X -8129;Y 1069;Z 7443
18:14:33:705 -> X -6315;Y -1098;Z 17051
18:14:33:726 -> X -14032;Y -2391;Z 13316
18:14:33:745 -> X -10637;Y 690;Z 6429
18:14:33:766 -> X -5109;Y -314;Z 15557
18:14:33:794 -> X -12888;Y -2695;Z 15201
18:14:33:805 -> X -12930;Y 120;Z 6145
18:14:33:825 -> X -4487;Y 455;Z 13562
18:14:33:846 -> X -11441;Y -2630;Z 16698
18:14:33:867 -> X -14356;Y -367;Z 6694
18:14:33:885 -> X -4671;Y 976;Z 11300
18:14:33:905 -> X -9979;Y -2392;Z 17615
18:14:33:926 -> X -14953;Y -994;Z 8107
18:14:33:945 -> X -5654;Y 1234;Z 9370
18:14:33:966 -> X -8400;Y -1944;Z 17814
18:14:33:985 -> X -15005;Y -1730;Z 10226
18:14:34:005 -> X -7312;Y 1170;Z 7906
18:14:34:025 -> X -6894;Y -1336;Z 17392
18:14:34:046 -> X -14410;Y -2304;Z 12462
18:14:34:065 -> X -9602;Y 887;Z 6766
18:14:34:086 -> X -5528;Y -629;Z 16246
18:14:34:106 -> X -13399;Y -2619;Z 14527
18:14:34:125 -> X -12125;Y 342;Z 6289
18:14:34:145 -> X -4621;Y 129;Z 14421
18:14:34:165 -> X -12096;Y -2725;Z 16185
18:14:34:185 -> X -13831;Y -135;Z 6350
18:14:34:205 -> X -4527;Y 796;Z 12162
18:14:34:226 -> X -10616;Y -2549;Z 17297
18:14:34:245 -> X -14769;Y -697;Z 7402
18:14:34:265 -> X -5081;Y 1201;Z 10094
18:14:34:286 -> X -9052;Y -2179;Z 17757
18:14:34:311 -> X -15016;Y -1451;Z 9371
18:14:34:325 -> X -6550;Y 1268;Z 8347
18:14:34:346 -> X -7417;Y -1617;Z 17709
18:14:34:366 -> X -14691;Y -2132;Z 11623
18:14:34:385 -> X -8713;Y 1015;Z 7133
18:14:34:405 -> X -6000;Y -951;Z 16771
18:14:34:426 -> X -13749;Y -2528;Z 13853
18:14:34:445 -> X -11275;Y 546;Z 6330
18:14:34:465 -> X -4887;Y -139;Z 15119
18:14:34:486 -> X -12565;Y -2721;Z 15687
18:14:34:506 -> X -13333;Y 41;Z 6150
18:14:34:525 -> X -4474;Y 631;Z 12948
18:14:34:546 -> X -11098;Y -2620;Z 16988
18:14:34:565 -> X -14571;Y -537;Z 6916
18:14:34:585 -> X -4835;Y 1134;Z 10656
18:14:34:605 -> X -9548;Y -2339;Z 17694
18:14:34:626 -> X -15039;Y -1248;Z 8744
18:14:34:645 -> X -6088;Y 1228;Z 8840
18:14:34:666 -> X -7924;Y -1787;Z 17792
18:14:34:686 -> X -14861;Y -1921;Z 11005
18:14:34:705 -> X -8094;Y 1086;Z 7486
18:14:34:725 -> X -6360;Y -1134;Z 17021
18:14:34:745 -> X -14036;Y -2454;Z 13322
18:14:34:765 -> X -10627;Y 707;Z 6459
18:14:34:786 -> X -5131;Y -299;Z 15568
18:14:34:805 -> X -12858;Y -2726;Z 15315
18:14:34:838 -> X -12944;Y 121;Z 6125
18:14:34:845 -> X -4472;Y 505;Z 13414
18:14:34:866 -> X -11399;Y -2678;Z 16799
18:14:34:885 -> X -14375;Y -397;Z 6772
18:14:34:905 -> X -4728;Y 1055;Z 11058
18:14:34:926 -> X -9798;Y -2398;Z 17647
18:14:34:946 -> X -14961;Y -1106;Z 8412
18:14:34:965 -> X -5838;Y 1266;Z 9089
18:14:34:986 -> X -8139;Y -1864;Z 17832
18:14:35:005 -> X -14856;Y -1840;Z 10782
18:14:35:025 -> X -7866;Y 1119;Z 7581
18:14:35:045 -> X -6501;Y -1156;Z 17129
18:14:35:066 -> X -14072;Y -2432;Z 13145
18:14:35:086 -> X -10464;Y 729;Z 6506
18:14:35:105 -> X -5212;Y -330;Z 15583
18:14:35:125 -> X -12846;Y -2714;Z 15259
18:14:35:145 -> X -12919;Y 173;Z 6147
18:14:35:165 -> X -4497;Y 502;Z 13394
18:14:35:185 -> X -11431;Y -2680;Z 16770
18:14:35:205 -> X -14363;Y -413;Z 6798
18:14:35:225 -> X -4802;Y 1037;Z 11051
18:14:35:246 -> X -9786;Y -2392;Z 17622
18:14:35:265 -> X -14973;Y -1114;Z 8432
18:14:35:285 -> X -5895;Y 1241;Z 9056
18:14:35:306 -> X -8179;Y -1888;Z 17779
18:14:35:326 -> X -14853;Y -1856;Z 10757
18:14:35:345 -> X -7788;Y 1132;Z 7629
18:14:35:366 -> X -6568;Y -1206;Z 17192
18:14:35:386 -> X -14136;Y -2457;Z 13076
18:14:35:405 -> X -10292;Y 776;Z 6542
18:14:35:425 -> X -5292;Y -410;Z 15779
18:14:35:446 -> X -12971;Y -2698;Z 15122
18:14:35:465 -> X -12737;Y 172;Z 6161
18:14:35:485 -> X -4534;Y 401;Z 13651
18:14:35:506 -> X -11594;Y -2703;Z 16636
18:14:35:525 -> X -14256;Y -310;Z 6683
18:14:35:545 -> X -4706;Y 986;Z 11326
18:14:35:566 -> X -9947;Y -2451;Z 17577
18:14:35:585 -> X -14933;Y -999;Z 8165
18:14:35:605 -> X -5761;Y 1220;Z 9222
18:14:35:626 -> X -8306;Y -1931;Z 17783
18:14:35:646 -> X -14905;Y -1779;Z 10562
18:14:35:665 -> X -7600;Y 1158;Z 7722
18:14:35:685 -> X -6655;Y -1249;Z 17235
18:14:35:706 -> X -14210;Y -2392;Z 12911
18:14:35:726 -> X -10132;Y 819;Z 6585
18:14:35:745 -> X -5310;Y -416;Z 15855
18:14:35:766 -> X -13045;Y -2711;Z 15015
18:14:35:785 -> X -12641;Y 201;Z 6178
18:14:35:805 -> X -4545;Y 376;Z 13691
18:14:35:826 -> X -11594;Y -2663;Z 16621
18:14:35:845 -> X -14240;Y -378;Z 6692
18:14:35:865 -> X -4657;Y 986;Z 11339
18:14:35:886 -> X -9987;Y -2421;Z 17577
18:14:35:905 -> X -14946;Y -1036;Z 8177
18:14:35:925 -> X -5777;Y 1250;Z 9245
18:14:35:946 -> X -8279;Y -1896;Z 17771
18:14:35:966 -> X -14901;Y -1837;Z 10582
18:14:35:985 -> X -7667;Y 1176;Z 7693
18:14:36:005 -> X -6691;Y -1237;Z 17223
18:14:36:025 -> X -14164;Y -2384;Z 13008
18:14:36:045 -> X -10235;Y 759;Z 6549
18:14:36:065 -> X -5268;Y -375;Z 15784
18:14:36:086 -> X -13000;Y -2707;Z 15071
18:14:36:106 -> X -12746;Y 171;Z 6155
18:14:36:125 -> X -4525;Y 377;Z 13644
18:14:36:146 -> X -11513;Y -2695;Z 16645
18:14:36:165 -> X -14270;Y -361;Z 6707
18:14:36:185 -> X -4726;Y 1013;Z 11303
18:14:36:206 -> X -9936;Y -2386;Z 17541
18:14:36:226 -> X -14905;Y -1057;Z 8225
18:14:36:245 -> X -5830;Y 1217;Z 9221
18:14:36:266 -> X -8235;Y -1894;Z 17776
18:14:36:286 -> X -14876;Y -1776;Z 10575
18:14:36:305 -> X -7678;Y 1161;Z 7680
18:14:36:326 -> X -6700;Y -1263;Z 17235
18:14:36:346 -> X -14210;Y -2405;Z 12867
18:14:36:366 -> X -10048;Y 822;Z 6627
18:14:36:394 -> X -5373;Y -482;Z 15980
18:14:36:406 -> X -13146;Y -2686;Z 14891
18:14:36:425 -> X -12481;Y 246;Z 6213
18:14:36:445 -> X -4644;Y 259;Z 13964
18:14:36:466 -> X -11737;Y -2713;Z 16468
18:14:36:485 -> X -14076;Y -271;Z 6558
18:14:36:505 -> X -4636;Y 949;Z 11677
18:14:36:526 -> X -10272;Y -2491;Z 17396
18:14:36:545 -> X -14833;Y -882;Z 7852
18:14:36:565 -> X -5505;Y 1233;Z 9628
18:14:36:585 -> X -8657;Y -2066;Z 17759
18:14:36:606 -> X -14968;Y -1627;Z 9948
18:14:36:625 -> X -7152;Y 1216;Z 8019
18:14:36:646 -> X -7069;Y -1457;Z 17495
18:14:36:666 -> X -14430;Y -2276;Z 12332
18:14:36:685 -> X -9422;Y 894;Z 6849
18:14:36:705 -> X -5668;Y -716;Z 16337
18:14:36:726 -> X -13397;Y -2608;Z 14458
18:14:36:745 -> X -11964;Y 396;Z 6272
18:14:36:765 -> X -4750;Y 110;Z 14466
18:14:36:786 -> X -12072;Y -2736;Z 16208
18:14:36:805 -> X -13749;Y -88;Z 6335
18:14:36:825 -> X -4555;Y 831;Z 12162
18:14:36:846 -> X -10595;Y -2550;Z 17279
18:14:36:865 -> X -14718;Y -693;Z 7437
18:14:36:885 -> X -5188;Y 1206;Z 9963
18:14:36:912 -> X -9023;Y -2184;Z 17783
18:14:36:925 -> X -14976;Y -1474;Z 9442
18:14:36:945 -> X -6692;Y 1282;Z 8339
18:14:36:965 -> X -7435;Y -1610;Z 17618
18:14:36:986 -> X -14605;Y -2112;Z 11780
18:14:37:005 -> X -8769;Y 1018;Z 7124
18:14:37:025 -> X -6055;Y -957;Z 16674
18:14:37:046 -> X -13700;Y -2530;Z 13926
18:14:37:065 -> X -11301;Y 529;Z 6342
18:14:37:086 -> X -4942;Y -115;Z 15042
18:14:37:105 -> X -12511;Y -2742;Z 15733
18:14:37:125 -> X -13305;Y 71;Z 6169
18:14:37:145 -> X -4548;Y 619;Z 12854
18:14:37:166 -> X -11067;Y -2656;Z 16988
18:14:37:185 -> X -14526;Y -494;Z 6982
18:14:37:205 -> X -4874;Y 1125;Z 10698
18:14:37:226 -> X -9611;Y -2360;Z 17694
18:14:37:246 -> X -14966;Y -1197;Z 8734
18:14:37:265 -> X -6128;Y 1272;Z 8865
18:14:37:285 -> X -7977;Y -1834;Z 17740
18:14:37:306 -> X -14789;Y -1938;Z 11014
18:14:37:325 -> X -8013;Y 1126;Z 7505
18:14:37:346 -> X -6510;Y -1180;Z 17079
18:14:37:366 -> X -14009;Y -2439;Z 13269
18:14:37:385 -> X -10399;Y 777;Z 6463
18:14:37:405 -> X -5288;Y -388;Z 15669
18:14:37:432 -> X -12984;Y -2720;Z 15142
18:14:37:445 -> X -12650;Y 245;Z 6138
18:14:37:465 -> X -4616;Y 398;Z 13710
18:14:37:486 -> X -11649;Y -2740;Z 16563
18:14:37:505 -> X -14124;Y -258;Z 6589
18:14:37:525 -> X -4665;Y 980;Z 11551
18:14:37:546 -> X -10257;Y -2489;Z 17449
18:14:37:565 -> X -14835;Y -878;Z 7888
18:14:37:585 -> X -5499;Y 1263;Z 9568
18:14:37:605 -> X -8670;Y -2109;Z 17784
18:14:37:626 -> X -14981;Y -1629;Z 9945
18:14:37:645 -> X -7071;Y 1253;Z 8044
18:14:37:665 -> X -7164;Y -1480;Z 17466
18:14:37:686 -> X -14483;Y -2253;Z 12196
18:14:37:705 -> X -9198;Y 955;Z 6916
18:14:37:725 -> X -5793;Y -798;Z 16405
18:14:37:746 -> X -13520;Y -2583;Z 14278
18:14:37:766 -> X -11698;Y 478;Z 6339
18:14:37:785 -> X -4814;Y 28;Z 14655
18:14:37:806 -> X -12255;Y -2775;Z 15989
18:14:37:825 -> X -13562;Y -33;Z 6269
18:14:37:845 -> X -4598;Y 762;Z 12432
18:14:37:865 -> X -10853;Y -2609;Z 17198
18:14:37:885 -> X -14638;Y -597;Z 7161
18:14:37:905 -> X -5006;Y 1185;Z 10271
18:14:37:926 -> X -9323;Y -2314;Z 17746
18:14:37:946 -> X -14968;Y -1307;Z 9079
18:14:37:965 -> X -6372;Y 1271;Z 8552
18:14:37:985 -> X -7745;Y -1753;Z 17684
18:14:38:006 -> X -14694;Y -2039;Z 11393
18:14:38:025 -> X -8332;Y 1124;Z 7325
18:14:38:046 -> X -6320;Y -1062;Z 16873
18:14:38:066 -> X -13852;Y -2533;Z 13682
18:14:38:085 -> X -10845;Y 690;Z 6400
18:14:38:105 -> X -5089;Y -234;Z 15313
18:14:38:125 -> X -12726;Y -2778;Z 15470
18:14:38:145 -> X -12995;Y 146;Z 6151
18:14:38:165 -> X -4549;Y 573;Z 13164
18:14:38:186 -> X -11318;Y -2735;Z 16888
18:14:38:205 -> X -14357;Y -396;Z 6822
18:14:38:226 -> X -4767;Y 1080;Z 10916
18:14:38:246 -> X -9870;Y -2442;Z 17633
18:14:38:265 -> X -14900;Y -1071;Z 8409
18:14:38:285 -> X -5848;Y 1288;Z 9082
18:14:38:305 -> X -8314;Y -1946;Z 17778
18:14:38:326 -> X -14868;Y -1851;Z 10592
18:14:38:345 -> X -7634;Y 1194;Z 7699
18:14:38:366 -> X -6821;Y -1304;Z 17249
18:14:38:386 -> X -14224;Y -2432;Z 12909
18:14:38:405 -> X -9910;Y 892;Z 6612
18:14:38:425 -> X -5468;Y -517;Z 15994
18:14:38:446 -> X -13235;Y -2714;Z 14855
18:14:38:465 -> X -12365;Y 361;Z 6236
18:14:38:486 -> X -4638;Y 264;Z 14001
18:14:38:506 -> X -11888;Y -2758;Z 16423
18:14:38:525 -> X -13948;Y -189;Z 6510
18:14:38:545 -> X -4588;Y 929;Z 11730
18:14:38:565 -> X -10463;Y -2595;Z 17403
18:14:38:585 -> X -14762;Y -796;Z 7683
18:14:38:605 -> X -5344;Y 1300;Z 9697
18:14:38:626 -> X -8867;Y -2179;Z 17785
18:14:38:646 -> X -14952;Y -1579;Z 9855
18:14:38:665 -> X -6929;Y 1309;Z 8058
18:14:38:686 -> X -7288;Y -1550;Z 17535
18:14:38:705 -> X -14471;Y -2253;Z 12104
18:14:38:725 -> X -9049;Y 1034;Z 6931
18:14:38:745 -> X -5934;Y -853;Z 16484
18:14:38:766 -> X -13566;Y -2614;Z 14251
18:14:38:785 -> X -11513;Y 544;Z 6313
18:14:38:805 -> X -4853;Y -5;Z 14743
18:14:38:826 -> X -12418;Y -2794;Z 15896
18:14:38:845 -> X -13381;Y 56;Z 6185
18:14:38:865 -> X -4528;Y 707;Z 12595
18:14:38:886 -> X -11007;Y -2676;Z 17140
18:14:38:905 -> X -14558;Y -538;Z 7084
18:14:38:925 -> X -4927;Y 1221;Z 10436
18:14:38:945 -> X -9558;Y -2351;Z 17713
18:14:38:969 -> X -14949;Y -1256;Z 8940
18:14:38:985 -> X -6203;Y 1320;Z 8656
18:14:39:005 -> X -7956;Y -1820;Z 17761
18:14:39:025 -> X -14781;Y -1979;Z 11200
18:14:39:045 -> X -8107;Y 1152;Z 7427
18:14:39:065 -> X -6493;Y -1157;Z 16970
18:14:39:086 -> X -13945;Y -2525;Z 13476
18:14:39:105 -> X -10518;Y 772;Z 6444
18:14:39:125 -> X -5245;Y -319;Z 15489
18:14:39:145 -> X -12896;Y -2768;Z 15307
18:14:39:165 -> X -12774;Y 217;Z 6156
18:14:39:185 -> X -4544;Y 464;Z 13476
18:14:39:206 -> X -11556;Y -2737;Z 16751
18:14:39:225 -> X -14195;Y -295;Z 6684
18:14:39:246 -> X -4648;Y 1052;Z 11274
18:14:39:266 -> X -10155;Y -2575;Z 17560
18:14:39:285 -> X -14843;Y -928;Z 8058
18:14:39:305 -> X -5597;Y 1321;Z 9379
18:14:39:325 -> X -8605;Y -2105;Z 17854
18:14:39:345 -> X -14869;Y -1666;Z 10186
18:14:39:365 -> X -7164;Y 1217;Z 7874
18:14:39:385 -> X -7120;Y -1460;Z 17396
18:14:39:405 -> X -14397;Y -2325;Z 12391
18:14:39:425 -> X -9331;Y 1005;Z 6818
18:14:39:445 -> X -5756;Y -737;Z 16292
18:14:39:466 -> X -13444;Y -2684;Z 14458
18:14:39:485 -> X -11769;Y 464;Z 6326
18:14:39:505 -> X -4781;Y 76;Z 14497
18:14:39:526 -> X -12249;Y -2831;Z 16111
18:14:39:545 -> X -13567;Y -10;Z 6290
18:14:39:565 -> X -4535;Y 802;Z 12334
18:14:39:586 -> X -10893;Y -2653;Z 17214
18:14:39:605 -> X -14624;Y -571;Z 7205
18:14:39:625 -> X -4986;Y 1206;Z 10269
18:14:39:645 -> X -9421;Y -2362;Z 17791
18:14:39:666 -> X -14981;Y -1288;Z 9079
18:14:39:685 -> X -6315;Y 1330;Z 8602
18:14:39:706 -> X -7848;Y -1776;Z 17686
18:14:39:726 -> X -14718;Y -2031;Z 11342
18:14:39:745 -> X -8196;Y 1171;Z 7370
18:14:39:765 -> X -6461;Y -1140;Z 16981
18:14:39:786 -> X -13940;Y -2517;Z 13521
18:14:39:805 -> X -10565;Y 786;Z 6463
18:14:39:825 -> X -5244;Y -330;Z 15508
18:14:39:845 -> X -12937;Y -2788;Z 15302
18:14:39:866 -> X -12717;Y 248;Z 6199
18:14:39:885 -> X -4569;Y 431;Z 13514
18:14:39:906 -> X -11624;Y -2793;Z 16723
18:14:39:926 -> X -14155;Y -281;Z 6624
18:14:39:945 -> X -4614;Y 1059;Z 11353
18:14:39:966 -> X -10280;Y -2571;Z 17515
18:14:39:995 -> X -14814;Y -865;Z 7953
18:14:40:005 -> X -5471;Y 1329;Z 9418
18:14:40:026 -> X -8728;Y -2143;Z 17833
18:14:40:046 -> X -14961;Y -1642;Z 9953
18:14:40:065 -> X -6958;Y 1339;Z 7998
18:14:40:086 -> X -7276;Y -1554;Z 17513
18:14:40:106 -> X -14509;Y -2265;Z 12259
18:14:40:125 -> X -9035;Y 1016;Z 6898
18:14:40:145 -> X -5904;Y -827;Z 16462
18:14:40:166 -> X -13580;Y -2673;Z 14316
18:14:40:185 -> X -11500;Y 573;Z 6303
18:14:40:205 -> X -4916;Y -30;Z 14697
18:14:40:225 -> X -12378;Y -2811;Z 15966
18:14:40:245 -> X -13361;Y 80;Z 6156
18:14:40:265 -> X -4550;Y 723;Z 12643
18:14:40:286 -> X -11117;Y -2693;Z 17094
18:14:40:306 -> X -14533;Y -468;Z 7036
18:14:40:325 -> X -4832;Y 1193;Z 10506
18:14:40:346 -> X -9637;Y -2435;Z 17779
18:14:40:365 -> X -14959;Y -1181;Z 8733
18:14:40:385 -> X -6051;Y 1310;Z 8777
18:14:40:405 -> X -8160;Y -1877;Z 17764
18:14:40:425 -> X -14807;Y -1923;Z 10981
18:14:40:445 -> X -7806;Y 1236;Z 7486
18:14:40:466 -> X -6677;Y -1252;Z 17118
18:14:40:486 -> X -14135;Y -2506;Z 13112
18:14:40:515 -> X -10066;Y 895;Z 6547
18:14:40:525 -> X -5385;Y -463;Z 15842
18:14:40:545 -> X -13189;Y -2778;Z 14964
18:14:40:565 -> X -12330;Y 371;Z 6227
18:14:40:585 -> X -4623;Y 288;Z 13987
18:14:40:606 -> X -11932;Y -2820;Z 16456
18:14:40:625 -> X -13896;Y -107;Z 6429
18:14:40:645 -> X -4446;Y 950;Z 11881
18:14:40:665 -> X -10630;Y -2640;Z 17351
18:14:40:686 -> X -14747;Y -710;Z 7499
18:14:40:705 -> X -5187;Y 1259;Z 9875
18:14:40:725 -> X -9102;Y -2268;Z 17809
18:14:40:745 -> X -14998;Y -1459;Z 9387
18:14:40:765 -> X -6490;Y 1340;Z 8375
18:14:40:785 -> X -7687;Y -1740;Z 17649
18:14:40:806 -> X -14673;Y -2065;Z 11610
18:14:40:825 -> X -8479;Y 1127;Z 7238
18:14:40:846 -> X -6236;Y -1060;Z 16865
18:14:40:865 -> X -13910;Y -2601;Z 13642
18:14:40:886 -> X -10759;Y 749;Z 6379
18:14:40:905 -> X -5192;Y -262;Z 15396
18:14:40:926 -> X -12815;Y -2789;Z 15407
18:14:40:945 -> X -12796;Y 222;Z 6172
18:14:40:965 -> X -4592;Y 436;Z 13468
18:14:40:986 -> X -11657;Y -2764;Z 16664
18:14:41:005 -> X -14163;Y -250;Z 6623
18:14:41:025 -> X -4605;Y 1027;Z 11403
18:14:41:046 -> X -10278;Y -2572;Z 17540
18:14:41:066 -> X -14828;Y -851;Z 7799
18:14:41:085 -> X -5436;Y 1273;Z 9580
18:14:41:105 -> X -8829;Y -2171;Z 17859
18:14:41:126 -> X -14960;Y -1563;Z 9810
18:14:41:145 -> X -6795;Y 1344;Z 8072
18:14:41:165 -> X -7402;Y -1595;Z 17564
18:14:41:186 -> X -14541;Y -2201;Z 12002
18:14:41:205 -> X -8865;Y 1047;Z 7080
18:14:41:225 -> X -6041;Y -870;Z 16579
18:14:41:246 -> X -13656;Y -2620;Z 14046
18:14:41:265 -> X -11179;Y 650;Z 6327
18:14:41:285 -> X -4986;Y -118;Z 14955
18:14:41:306 -> X -12584;Y -2819;Z 15725
18:14:41:325 -> X -13187;Y 137;Z 6118
18:14:41:345 -> X -4443;Y 630;Z 12989
18:14:41:366 -> X -11317;Y -2767;Z 16980
18:14:41:385 -> X -14356;Y -377;Z 6847
18:14:41:405 -> X -4763;Y 1117;Z 10912
18:14:41:426 -> X -9905;Y -2490;Z 17696
18:14:41:445 -> X -14898;Y -1019;Z 8278
18:14:41:465 -> X -5727;Y 1319;Z 9119
18:14:41:486 -> X -8487;Y -2039;Z 17758
18:14:41:506 -> X -14872;Y -1765;Z 10431
18:14:41:525 -> X -7388;Y 1257;Z 7774
18:14:41:545 -> X -7017;Y -1403;Z 17360
18:14:41:566 -> X -14347;Y -2405;Z 12645
18:14:41:585 -> X -9571;Y 972;Z 6737
18:14:41:605 -> X -5708;Y -715;Z 16163
18:14:41:626 -> X -13343;Y -2695;Z 14642
18:14:41:645 -> X -11889;Y 444;Z 6219
18:14:41:665 -> X -4785;Y 110;Z 14391
18:14:41:686 -> X -12245;Y -2818;Z 16117
18:14:41:705 -> X -13588;Y -8;Z 6327
18:14:41:725 -> X -4530;Y 836;Z 12297
18:14:41:746 -> X -10859;Y -2683;Z 17265
18:14:41:765 -> X -14593;Y -575;Z 7230
18:14:41:786 -> X -5022;Y 1233;Z 10281
18:14:41:805 -> X -9496;Y -2365;Z 17728
18:14:41:826 -> X -14968;Y -1291;Z 8953
18:14:41:845 -> X -6105;Y 1369;Z 8610
18:14:41:865 -> X -7994;Y -1869;Z 17782
18:14:41:886 -> X -14762;Y -1931;Z 11171
18:14:41:905 -> X -8013;Y 1191;Z 7408
18:14:41:925 -> X -6547;Y -1186;Z 17016
18:14:41:945 -> X -14043;Y -2497;Z 13322
18:14:41:965 -> X -10200;Y 844;Z 6508
18:14:41:985 -> X -5397;Y -424;Z 15658
18:14:42:006 -> X -13039;Y -2777;Z 15109
18:14:42:025 -> X -12493;Y 302;Z 6173
18:14:42:045 -> X -4616;Y 351;Z 13800
18:14:42:066 -> X -11826;Y -2837;Z 16536
18:14:42:085 -> X -13927;Y -165;Z 6552
18:14:42:105 -> X -4614;Y 997;Z 11602
18:14:42:126 -> X -10488;Y -2607;Z 17457
18:14:42:145 -> X -14787;Y -761;Z 7662
18:14:42:165 -> X -5244;Y 1304;Z 9765
18:14:42:185 -> X -9094;Y -2254;Z 17814
18:14:42:205 -> X -14952;Y -1514;Z 9642
18:14:42:225 -> X -6656;Y 1322;Z 8169
18:14:42:245 -> X -7563;Y -1645;Z 17613
18:14:42:266 -> X -14617;Y -2177;Z 11841
18:14:42:285 -> X -8641;Y 1091;Z 7151
18:14:42:305 -> X -6220;Y -982;Z 16682
18:14:42:326 -> X -13718;Y -2601;Z 14000
18:14:42:345 -> X -11029;Y 682;Z 6384
18:14:42:365 -> X -5081;Y -157;Z 15116
